Time,X Value,Y Value
0.01,38355,32410
0.02,38155,34190
0.03,38261,33625
0.04,36413,34675
0.05,36824,33737
0.060000000000000005,36441,30874
0.07,35371,32855
0.08,36252,31042
0.09,34213,32905
0.09999999999999999,37777,34228
0.10999999999999999,34903,31687
0.11999999999999998,36995,34655
0.12999999999999998,34314,36181
0.13999999999999999,34372,29787
0.15,36915,31380
0.16,35050,35675
0.17,36092,33047
0.18000000000000002,36131,31488
0.19000000000000003,36461,35097
0.20000000000000004,35782,37303
0.21000000000000005,35641,28231
0.22000000000000006,35273,33223
0.23000000000000007,35089,29496
0.24000000000000007,33820,32538
0.25000000000000006,38737,31591
0.26000000000000006,38576,34429
0.2700000000000001,37358,33039
0.2800000000000001,33672,31383
0.2900000000000001,36823,30393
0.3000000000000001,35103,34976
0.3100000000000001,37671,32798
0.3200000000000001,37270,36268
0.3300000000000001,39436,28499
0.34000000000000014,36214,35048
0.35000000000000014,35491,32005
0.36000000000000015,33191,34742
0.37000000000000016,38921,33354
0.38000000000000017,36165,33628
0.3900000000000002,39704,34389
0.4000000000000002,36915,30550
0.4100000000000002,35335,34029
0.4200000000000002,36012,37875
0.4300000000000002,36919,36115
0.4400000000000002,37017,31957
0.45000000000000023,34760,33620
0.46000000000000024,38502,29982
0.47000000000000025,35818,35421
0.48000000000000026,33541,31093
0.49000000000000027,37776,34392
0.5000000000000002,37964,33738
0.5100000000000002,35122,34180
0.5200000000000002,40690,31791
0.5300000000000002,37183,35232
0.5400000000000003,38009,28802
0.5500000000000003,37616,35225
0.5600000000000003,35292,34893
0.5700000000000003,36514,34519
0.5800000000000003,35696,35320
0.5900000000000003,36012,34265
0.6000000000000003,38676,36534
0.6100000000000003,35537,30471
0.6200000000000003,36751,30613
0.6300000000000003,39491,32374
0.6400000000000003,35835,32395
0.6500000000000004,38048,32250
0.6600000000000004,39590,32681
0.6700000000000004,36784,33327
0.6800000000000004,37441,33755
0.6900000000000004,35916,33017
0.7000000000000004,34497,38146
0.7100000000000004,38262,36299
0.7200000000000004,38978,33935
0.7300000000000004,40069,34571
0.7400000000000004,37607,31704
0.7500000000000004,36253,35186
0.7600000000000005,38930,33001
0.7700000000000005,35070,31238
0.7800000000000005,37567,32867
0.7900000000000005,33747,29109
0.8000000000000005,35232,34672
0.8100000000000005,35940,32805
0.8200000000000005,36984,32383
0.8300000000000005,36620,34387
0.8400000000000005,38209,34240
0.8500000000000005,35507,31481
0.8600000000000005,33937,33854
0.8700000000000006,32758,32064
0.8800000000000006,39057,31104
0.8900000000000006,35735,32065
0.9000000000000006,37497,31531
0.9100000000000006,37585,30779
0.9200000000000006,37784,36855
0.9300000000000006,36621,34226
0.9400000000000006,36055,35395
0.9500000000000006,36565,32461
0.9600000000000006,37420,32637
0.9700000000000006,38939,32345
0.9800000000000006,37990,33150
0.9900000000000007,38476,33831
1.0000000000000007,36761,34661
1.0100000000000007,35118,30412
1.0200000000000007,37250,30124
1.0300000000000007,37080,33943
1.0400000000000007,38195,36295
1.0500000000000007,38444,29542
1.0600000000000007,36476,31379
1.0700000000000007,36483,32027
1.0800000000000007,36542,37355
1.0900000000000007,39331,35618
1.1000000000000008,37684,31360
1.1100000000000008,35410,34430
1.1200000000000008,35813,37715
1.1300000000000008,35129,34102
1.1400000000000008,34153,32853
1.1500000000000008,37120,37394
1.1600000000000008,37614,34216
1.1700000000000008,39763,33051
1.1800000000000008,37674,30911
1.1900000000000008,37056,30355
1.2000000000000008,37186,31549
1.2100000000000009,36661,32570
1.2200000000000009,35296,31513
1.2300000000000009,37254,34424
1.2400000000000009,35816,32983
1.2500000000000009,35385,35549
1.260000000000001,40858,33174
1.270000000000001,37890,33897
1.280000000000001,35492,32086
1.290000000000001,36329,31015
1.300000000000001,34474,32553
1.310000000000001,37111,37423
1.320000000000001,35630,33978
1.330000000000001,37091,28925
1.340000000000001,39965,34717
1.350000000000001,36775,31578
1.360000000000001,38573,32648
1.370000000000001,36537,36692
1.380000000000001,37544,29734
1.390000000000001,36963,30363
1.400000000000001,33543,31343
1.410000000000001,38629,32956
1.420000000000001,37761,35859
1.430000000000001,35677,32624
1.440000000000001,38897,31349
1.450000000000001,36650,30180
1.460000000000001,36244,33805
1.470000000000001,37935,33811
1.480000000000001,37717,33962
1.490000000000001,35042,32666
1.500000000000001,36628,34758
1.5100000000000011,34544,34386
1.5200000000000011,35187,36322
1.5300000000000011,35087,30337
1.5400000000000011,35676,32527
1.5500000000000012,35136,32529
1.5600000000000012,36762,31028
1.5700000000000012,38454,35363
1.5800000000000012,36865,34310
1.5900000000000012,37122,32535
1.6000000000000012,37997,29184
1.6100000000000012,34795,35870
1.6200000000000012,39741,34392
1.6300000000000012,37333,36111
1.6400000000000012,39286,35020
1.6500000000000012,32518,33985
1.6600000000000013,35963,30339
1.6700000000000013,35042,35027
1.6800000000000013,38755,30322
1.6900000000000013,34221,36691
1.7000000000000013,35955,33951
1.7100000000000013,37709,33318
1.7200000000000013,35906,33122
1.7300000000000013,38953,33406
1.7400000000000013,36450,32990
1.7500000000000013,36537,31434
1.7600000000000013,35379,32693
1.7700000000000014,37762,30608
1.7800000000000014,34256,34201
1.7900000000000014,35496,28873
1.8000000000000014,37662,29478
1.8100000000000014,33306,34058
1.8200000000000014,38907,31948
1.8300000000000014,37394,34239
1.8400000000000014,38347,34304
1.8500000000000014,38693,31930
1.8600000000000014,38022,34747
1.8700000000000014,36642,32975
1.8800000000000014,35276,31457
1.8900000000000015,35475,34053
1.9000000000000015,34271,32050
1.9100000000000015,36815,35120
1.9200000000000015,41190,32813
1.9300000000000015,38499,35010
1.9400000000000015,36091,32327
1.9500000000000015,33461,33958
1.9600000000000015,39457,31354
1.9700000000000015,38962,32934
1.9800000000000015,34238,34417
1.9900000000000015,37217,37583
2.0000000000000013,35042,30527
2.010000000000001,38729,33856
2.020000000000001,33432,32546
2.0300000000000007,38836,33657
2.0400000000000005,38397,30994
2.0500000000000003,35582,29312
2.06,36096,33985
2.07,37432,30929
2.0799999999999996,35155,30338
2.0899999999999994,37234,29115
2.099999999999999,36638,34002
2.109999999999999,36167,35194
2.1199999999999988,34177,34077
2.1299999999999986,34557,34938
2.1399999999999983,33675,33776
2.149999999999998,36703,32840
2.159999999999998,38328,36432
2.1699999999999977,36008,33438
2.1799999999999975,37408,31931
2.1899999999999973,35708,35002
2.199999999999997,39943,31907
2.209999999999997,32515,32049
2.2199999999999966,33922,32439
2.2299999999999964,33150,35713
2.239999999999996,38396,34815
2.249999999999996,38923,28438
2.259999999999996,40015,33719
2.2699999999999956,37564,35645
2.2799999999999954,36358,31603
2.289999999999995,34361,33921
2.299999999999995,36314,32823
2.3099999999999947,35408,30747
2.3199999999999945,32204,34184
2.3299999999999943,38668,33134
2.339999999999994,35265,33546
2.349999999999994,28450,28694
2.3599999999999937,35105,31020
2.3699999999999934,37444,33205
2.3799999999999932,37246,33623
2.389999999999993,37623,34265
2.399999999999993,36859,30768
2.4099999999999926,32715,33851
