Time;Channel B;Channel D
(ms);(V);(V)

-5,00000780;2,00079966;1,12912154
-4,99990380;0,34787154;1,12912154
-4,99979980;0,08689100;0,10420768
-4,99969580;-0,04336860;0,08679872
-4,99959180;0,00000000;0,06945128
-4,99948780;0,00000000;0,06945128
-4,99938380;0,00000000;0,06945128
-4,99927980;0,00000000;0,05210384
-4,99917580;0,00000000;0,05210384
-4,99907180;0,00000000;0,05210384
-4,99896780;0,00000000;0,05210384
-4,99886380;0,04336860;0,03469488
-4,99875980;0,04336860;0,03469488
-4,99865580;0,00000000;0,03469488
-4,99855180;0,00000000;0,03469488
-4,99844780;0,04336860;0,03469488
-4,99834380;0,00000000;0,03469488
-4,99823980;0,04336860;0,03469488
-4,99813580;0,00000000;0,03469488
-4,99803180;0,04336860;0,03469488
-4,99792780;0,00000000;0,01734744
-4,99782380;0,04336860;0,01734744
-4,99771980;0,00000000;0,01734744
-4,99761580;0,04336860;0,01734744
-4,99751180;0,00000000;0,01734744
-4,99740780;0,00000000;0,01734744
-4,99730380;0,00000000;0,01734744
-4,99719980;0,04336860;0,01734744
-4,99709580;0,00000000;0,01734744
-4,99699180;0,00000000;0,01734744
-4,99688780;0,00000000;0,01734744
-4,99678380;0,00000000;0,01734744
-4,99667980;0,00000000;0,01734744
-4,99657580;0,00000000;0,01734744
-4,99647180;0,00000000;0,01734744
-4,99636780;0,00000000;0,01734744
-4,99626380;0,04336860;0,01734744
-4,99615980;0,00000000;0,01734744
-4,99605580;0,00000000;0,01734744
-4,99595180;0,04336860;0,01734744
-4,99584780;0,00000000;0,01734744
-4,99574380;0,04336860;0,01734744
-4,99563980;0,04336860;0,00000000
-4,99553580;0,00000000;0,01734744
-4,99543180;0,00000000;0,01734744
-4,99532780;0,04336860;0,01734744
-4,99522380;0,00000000;0,01734744
-4,99511980;0,04336860;0,01734744
-4,99501580;0,04336860;0,00000000
-4,99491180;0,00000000;0,01734744
-4,99480780;0,00000000;0,00000000
-4,99470380;0,00000000;0,00000000
-4,99459980;0,00000000;0,00000000
-4,99449580;0,00000000;0,00000000
-4,99439180;0,04336860;0,01734744
-4,99428780;0,00000000;0,01734744
-4,99418380;0,00000000;0,01734744
-4,99407980;0,00000000;0,01734744
-4,99397580;0,00000000;0,00000000
-4,99387180;0,04336860;0,01734744
-4,99376780;0,00000000;0,00000000
-4,99366380;0,00000000;0,00000000
-4,99355980;0,00000000;0,01734744
-4,99345580;0,00000000;0,00000000
-4,99335180;0,04336860;0,00000000
-4,99324780;0,00000000;0,00000000
-4,99314380;0,00000000;0,01734744
-4,99303980;0,00000000;0,00000000
-4,99293580;0,00000000;0,00000000
-4,99283180;0,00000000;0,00000000
-4,99272780;0,00000000;0,00000000
-4,99262380;0,00000000;0,00000000
-4,99251980;0,00000000;0,01734744
-4,99241580;0,00000000;0,00000000
-4,99231180;0,00000000;0,00000000
-4,99220780;0,00000000;0,01734744
-4,99210380;0,00000000;0,00000000
-4,99199980;0,04336860;0,00000000
-4,99189580;0,00000000;0,00000000
-4,99179180;0,00000000;0,00000000
-4,99168780;0,04336860;0,00000000
-4,99158380;0,00000000;0,00000000
-4,99147980;0,04336860;0,00000000
-4,99137580;0,04336860;0,00000000
-4,99127180;0,00000000;0,01734744
-4,99116780;0,04336860;0,00000000
-4,99106380;0,00000000;0,00000000
-4,99095980;0,04336860;0,00000000
-4,99085580;0,00000000;0,00000000
-4,99075180;0,00000000;0,00000000
-4,99064780;0,00000000;0,00000000
-4,99054380;0,04336860;0,00000000
-4,99043980;0,00000000;0,00000000
-4,99033581;0,04336860;0,00000000
-4,99023181;0,04336860;0,00000000
-4,99012781;0,00000000;0,00000000
-4,99002381;0,04336860;0,00000000
-4,98991981;0,04336860;0,00000000
-4,98981581;0,00000000;0,00000000
-4,98971181;0,04336860;0,00000000
-4,98960781;0,00000000;0,00000000
-4,98950381;0,04336860;0,00000000
-4,98939981;0,04336860;0,00000000
-4,98929581;0,04336860;0,00000000
-4,98919181;0,04336860;0,01734744
-4,98908781;0,00000000;0,00000000
-4,98898381;0,04336860;0,00000000
-4,98887981;0,00000000;0,00000000
-4,98877581;0,00000000;0,00000000
-4,98867181;0,04336860;0,00000000
-4,98856781;0,00000000;0,00000000
-4,98846381;0,00000000;0,00000000
-4,98835981;0,00000000;0,00000000
-4,98825581;0,00000000;0,00000000
-4,98815181;0,04336860;0,00000000
-4,98804781;0,00000000;0,00000000
-4,98794381;0,00000000;0,00000000
-4,98783981;0,00000000;0,00000000
-4,98773581;0,00000000;0,00000000
-4,98763181;0,00000000;0,00000000
