Time,X Value,Y Value
0.01,33852.29790525953,32117.549918733865
0.02,33887.34945809026,32343.803618497393
0.03,33994.29316919632,32161.060460512883
0.04,36159.278563642314,32499.33278930911
0.05,32927.79653029895,32829.65399305434
0.060000000000000005,34605.448336563844,32598.52621317082
0.07,33578.905635764946,32142.58065320631
0.08,33351.309312932055,31933.1226089219
0.09,34397.13720988008,32514.962697792416
0.09999999999999999,34620.2151485023,31045.133492891826
0.10999999999999999,34175.03135685405,32287.835603318574
0.11999999999999998,34100.87247082685,32615.311383875774
0.12999999999999998,33865.45363336396,31085.901960484793
0.13999999999999999,35010.0255143169,32452.697068602047
0.15,34068.90468445067,32308.060188612028
0.16,34311.4398457549,32978.59985604358
0.17,33642.07170545943,32798.28311349345
0.18000000000000002,34304.17597757225,33689.72359902886
0.19000000000000003,33334.87864688157,33417.23161939551
0.20000000000000004,33754.815426544934,32916.775977327714
0.21000000000000005,34039.55171776606,32246.969049461564
0.22000000000000006,35460.60927683262,33688.65661652241
0.23000000000000007,34023.397605241444,32203.73645234036
0.24000000000000007,34477.10168904295,32191.227436747402
0.25000000000000006,34102.79737614888,33716.63297593188
0.26000000000000006,34584.18915589143,32219.926146448746
0.2700000000000001,35543.4335725581,33100.15900978427
0.2800000000000001,34925.19781216268,32634.489497352624
0.2900000000000001,33754.696399721135,32294.291399849517
0.3000000000000001,34671.92508754324,31361.714977466752
0.3100000000000001,34709.78484162794,32718.190202440055
0.3200000000000001,34409.07393378312,33919.27151742453
0.3300000000000001,34641.855882019,33627.79625938782
0.34000000000000014,33626.822681493555,34195.34454767719
0.35000000000000014,33692.138316933226,33120.83465531571
0.36000000000000015,33897.50367376901,32758.289882779318
0.37000000000000016,33688.50704101873,33200.15673626407
0.38000000000000017,34634.50125198405,33825.30036833217
0.3900000000000002,33996.82911509647,33430.92013915153
0.4000000000000002,32848.25360870067,33151.18728077819
0.4100000000000002,33721.681361448245,32744.137884106873
0.4200000000000002,34023.34720867821,32976.62621035297
0.4300000000000002,33873.716712125315,33184.34765341328
0.4400000000000002,33283.007619373544,31361.284285342437
0.45000000000000023,34171.19047941956,32447.26041734492
0.46000000000000024,33940.63739987186,32991.76979644072
0.47000000000000025,33846.0481791607,33398.655956475406
0.48000000000000026,34242.65790711668,32862.534258951426
0.49000000000000027,34332.73829855589,32354.99767906579
0.5000000000000002,32952.910826445346,34457.24503280684
0.5100000000000002,34314.66592212265,32454.045906662694
0.5200000000000002,35660.1433507616,31630.42146172751
0.5300000000000002,35170.65669163049,33191.874556593626
0.5400000000000003,34399.16966515573,32215.7671400031
0.5500000000000003,34053.381083702894,33098.88425826593
0.5600000000000003,34367.71192763068,32910.426148729675
0.5700000000000003,33075.76972155941,32625.906411191798
0.5800000000000003,35412.3334602406,33770.074427221574
0.5900000000000003,33993.496280403946,33357.13570328736
0.6000000000000003,33927.83093953187,33251.574058893915
0.6100000000000003,33462.417989499176,32953.53814386102
0.6200000000000003,35519.46614545951,32794.54589247991
0.6300000000000003,32356.6940104233,32353.838016858495
0.6400000000000003,33774.36672766877,33066.12016145201
0.6500000000000004,33140.97274304771,33793.131604730566
0.6600000000000004,34132.5655188495,31639.154686303395
0.6700000000000004,32928.91354780274,34476.414427698786
0.6800000000000004,33981.919347691444,32485.932934440578
0.6900000000000004,33613.397460896915,32539.949538051875
0.7000000000000004,33687.796100076295,33119.11554282901
0.7100000000000004,33836.61307314364,33786.49276842374
0.7200000000000004,33917.06627232101,32169.931713498856
0.7300000000000004,34063.94339324201,32010.389383297406
0.7400000000000004,33816.895856582385,33742.91770542795
0.7500000000000004,34589.65834740541,32091.615010411784
0.7600000000000005,33475.86687705543,32249.473378705385
0.7700000000000005,35360.95052915046,33116.43722789857
0.7800000000000005,34197.090280802535,32619.602578748618
0.7900000000000005,33506.092227234076,32653.951745673563
0.8000000000000005,33281.97610118037,31708.07215012284
0.8100000000000005,34690.55048429197,33535.80833745317
