Time,Value
0.01,32700
0.02,33412
0.03,34098
0.04,34736
0.05,35301
0.060000000000000005,35774
0.07,36138
0.08,36380
0.09,36492
0.09999999999999999,36470
0.10999999999999999,36314
0.11999999999999998,36029
0.12999999999999998,35627
0.13999999999999999,35122
0.15,34530
0.16,33874
0.17,33176
0.18000000000000002,32461
0.19000000000000003,31754
0.20000000000000004,31082
0.21000000000000005,30466
0.22000000000000006,29929
0.23000000000000007,29491
0.24000000000000007,29166
0.25000000000000006,28967
0.26000000000000006,28900
0.2700000000000001,28967
0.2800000000000001,29166
0.2900000000000001,29491
0.3000000000000001,29929
0.3100000000000001,30466
0.3200000000000001,31082
0.3300000000000001,31754
0.34000000000000014,32461
0.35000000000000014,33176
0.36000000000000015,33874
0.37000000000000016,34530
0.38000000000000017,35122
0.3900000000000002,35627
0.4000000000000002,36029
0.4100000000000002,36314
0.4200000000000002,36470
0.4300000000000002,36492
0.4400000000000002,36380
0.45000000000000023,36138
0.46000000000000024,35774
0.47000000000000025,35301
0.48000000000000026,34736
0.49000000000000027,34098
0.5000000000000002,33412
0.5100000000000002,32699
0.5200000000000002,31987
0.5300000000000002,31301
0.5400000000000003,30663
0.5500000000000003,30098
0.5600000000000003,29625
0.5700000000000003,29261
0.5800000000000003,29019
0.5900000000000003,28907
0.6000000000000003,28929
0.6100000000000003,29085
0.6200000000000003,29370
0.6300000000000003,29772
0.6400000000000003,30277
0.6500000000000004,30869
0.6600000000000004,31525
0.6700000000000004,32223
0.6800000000000004,32938
0.6900000000000004,33645
0.7000000000000004,34317
0.7100000000000004,34933
0.7200000000000004,35470
0.7300000000000004,35908
0.7400000000000004,36233
0.7500000000000004,36432
0.7600000000000005,36500
0.7700000000000005,36432
0.7800000000000005,36233
0.7900000000000005,35908
0.8000000000000005,35470
0.8100000000000005,34933
0.8200000000000005,34317
0.8300000000000005,33645
0.8400000000000005,32938
0.8500000000000005,32223
0.8600000000000005,31525
0.8700000000000006,30869
0.8800000000000006,30277
0.8900000000000006,29772
0.9000000000000006,29370
0.9100000000000006,29085
0.9200000000000006,28929
0.9300000000000006,28907
0.9400000000000006,29019
0.9500000000000006,29261
0.9600000000000006,29625
0.9700000000000006,30098
0.9800000000000006,30663
0.9900000000000007,31301
1.0000000000000007,31987
1.0100000000000007,32700
1.0200000000000007,33412
1.0300000000000007,34098
1.0400000000000007,34736
1.0500000000000007,35301
1.0600000000000007,35774
1.0700000000000007,36138
1.0800000000000007,36380
1.0900000000000007,36492
1.1000000000000008,36470
1.1100000000000008,36314
1.1200000000000008,36029
1.1300000000000008,35627
1.1400000000000008,35122
1.1500000000000008,34530
1.1600000000000008,33874
1.1700000000000008,33176
1.1800000000000008,32461
1.1900000000000008,31754
1.2000000000000008,31082
1.2100000000000009,30466
1.2200000000000009,29929
1.2300000000000009,29491
1.2400000000000009,29166
1.2500000000000009,28967
1.260000000000001,28900
1.270000000000001,28967
1.280000000000001,29166
1.290000000000001,29491
1.300000000000001,29929
1.310000000000001,30466
1.320000000000001,31082
1.330000000000001,31754
1.340000000000001,32461
1.350000000000001,33176
1.360000000000001,33874
1.370000000000001,34530
1.380000000000001,35122
1.390000000000001,35627
1.400000000000001,36029
1.410000000000001,36314
1.420000000000001,36470
1.430000000000001,36492
1.440000000000001,36380
1.450000000000001,36138
1.460000000000001,35774
1.470000000000001,35301
1.480000000000001,34736
1.490000000000001,34098
1.500000000000001,33412
1.5100000000000011,32699
1.5200000000000011,31987
1.5300000000000011,31301
1.5400000000000011,30663
1.5500000000000012,30098
1.5600000000000012,29625
1.5700000000000012,29261
1.5800000000000012,29019
1.5900000000000012,28907
1.6000000000000012,28929
1.6100000000000012,29085
1.6200000000000012,29370
1.6300000000000012,29772
1.6400000000000012,30277
1.6500000000000012,30869
1.6600000000000013,31525
1.6700000000000013,32223
1.6800000000000013,32938
1.6900000000000013,33645
1.7000000000000013,34317
1.7100000000000013,34933
1.7200000000000013,35470
1.7300000000000013,35908
1.7400000000000013,36233
1.7500000000000013,36432
1.7600000000000013,36500
1.7700000000000014,36432
1.7800000000000014,36233
1.7900000000000014,35908
1.8000000000000014,35470
1.8100000000000014,34933
1.8200000000000014,34317
1.8300000000000014,33645
1.8400000000000014,32938
1.8500000000000014,32223
1.8600000000000014,31525
1.8700000000000014,30869
1.8800000000000014,30277
1.8900000000000015,29772
1.9000000000000015,29370
1.9100000000000015,29085
1.9200000000000015,28929
1.9300000000000015,28907
1.9400000000000015,29019
1.9500000000000015,29261
1.9600000000000015,29625
1.9700000000000015,30098
1.9800000000000015,30663
1.9900000000000015,31301
2.0000000000000013,31987
2.010000000000001,32700
2.020000000000001,33412
2.0300000000000007,34098
2.0400000000000005,34736
2.0500000000000003,35301
2.06,35774
2.07,36138
2.0799999999999996,36380
2.0899999999999994,36492
2.099999999999999,36470
2.109999999999999,36314
2.1199999999999988,36029
2.1299999999999986,35627
2.1399999999999983,35122
2.149999999999998,34530
2.159999999999998,33874
2.1699999999999977,33176
2.1799999999999975,32461
2.1899999999999973,31754
2.199999999999997,31082
2.209999999999997,30466
2.2199999999999966,29929
2.2299999999999964,29491
2.239999999999996,29166
2.249999999999996,28967
2.259999999999996,28900
2.2699999999999956,28967
2.2799999999999954,29166
2.289999999999995,29491
2.299999999999995,29929
2.3099999999999947,30466
2.3199999999999945,31082
2.3299999999999943,31754
2.339999999999994,32461
2.349999999999994,33176
2.3599999999999937,33874
2.3699999999999934,34530
2.3799999999999932,35122
2.389999999999993,35627
2.399999999999993,36029
2.4099999999999926,36314
2.4199999999999924,36470
2.429999999999992,36492
2.439999999999992,36380
2.4499999999999917,36138
2.4599999999999915,35774
2.4699999999999913,35301
2.479999999999991,34736
2.489999999999991,34098
2.4999999999999907,33412
2.5099999999999905,32700
2.5199999999999902,31987
2.52999999999999,31301
2.53999999999999,30663
2.5499999999999896,30098
2.5599999999999894,29625
2.569999999999989,29261
2.579999999999989,29019
2.5899999999999888,28907
2.5999999999999885,28929
2.6099999999999883,29085
2.619999999999988,29370
2.629999999999988,29772
2.6399999999999877,30277
2.6499999999999875,30869
2.6599999999999873,31525
2.669999999999987,32223
2.679999999999987,32938
2.6899999999999866,33645
2.6999999999999864,34317
2.709999999999986,34933
2.719999999999986,35470
2.7299999999999858,35908
2.7399999999999856,36233
2.7499999999999853,36432
2.759999999999985,36500
2.769999999999985,36432
2.7799999999999847,36233
2.7899999999999845,35908
2.7999999999999843,35470
2.809999999999984,34933
2.819999999999984,34317
2.8299999999999836,33645
2.8399999999999834,32938
2.849999999999983,32223
2.859999999999983,31525
2.869999999999983,30869
2.8799999999999826,30277
2.8899999999999824,29772
2.899999999999982,29370
2.909999999999982,29085
2.9199999999999817,28929
2.9299999999999815,28907
2.9399999999999813,29019
2.949999999999981,29261
2.959999999999981,29625
2.9699999999999807,30098
2.9799999999999804,30663
2.9899999999999802,31301
2.99999999999998,31987
3.00999999999998,32699
3.0199999999999796,30790
3.0299999999999794,31341
3.039999999999979,31929
3.049999999999979,32539
3.0599999999999787,33152
3.0699999999999785,33754
3.0799999999999783,34326
3.089999999999978,34855
3.099999999999978,35324
3.1099999999999777,35723
3.1199999999999775,36039
3.1299999999999772,36264
3.139999999999977,36391
3.149999999999977,36419
3.1599999999999766,36345
3.1699999999999764,36172
3.179999999999976,35904
3.189999999999976,35549
3.1999999999999758,35116
3.2099999999999755,34618
3.2199999999999753,34067
3.229999999999975,33480
3.239999999999975,32870
3.2499999999999747,32257
3.2599999999999745,31655
3.2699999999999743,31082
3.279999999999974,30552
3.289999999999974,30082
3.2999999999999736,29682
3.3099999999999734,29365
3.319999999999973,29138
3.329999999999973,29009
3.3399999999999728,28980
3.3499999999999726,29052
3.3599999999999723,29224
3.369999999999972,29490
3.379999999999972,29843
3.3899999999999717,30275
3.3999999999999715,30772
3.4099999999999713,31322
3.419999999999971,31910
3.429999999999971,32518
3.4399999999999706,33132
3.4499999999999704,33734
3.45999999999997,34308
3.46999999999997,34838
3.47999999999997,35310
3.4899999999999696,35711
3.4999999999999694,36030
3.509999999999969,36258
3.519999999999969,36389
3.5299999999999687,36420
3.5399999999999685,36349
3.5499999999999683,36179
3.559999999999968,35914
3.569999999999968,35562
3.5799999999999677,35132
3.5899999999999674,34635
3.5999999999999672,34086
3.609999999999967,33499
3.619999999999967,32891
3.6299999999999666,32277
3.6399999999999664,31674
3.649999999999966,31100
3.659999999999966,30569
3.6699999999999657,30096
3.6799999999999655,29694
3.6899999999999653,29374
3.699999999999965,29144
3.709999999999965,29012
3.7199999999999647,28979
3.7299999999999645,29048
3.7399999999999642,29216
3.749999999999964,29480
3.759999999999964,29831
3.7699999999999636,30260
3.7799999999999634,30755
3.789999999999963,31303
3.799999999999963,31890
3.8099999999999627,32498
3.8199999999999625,33112
3.8299999999999623,33715
3.839999999999962,34290
3.849999999999962,34822
3.8599999999999617,35296
3.8699999999999615,35699
3.8799999999999613,36021
3.889999999999961,36252
3.899999999999961,36386
3.9099999999999606,36420
3.9199999999999604,36353
3.92999999999996,36186
3.93999999999996,35924
3.9499999999999598,35575
3.9599999999999596,35147
3.9699999999999593,34652
3.979999999999959,34105
3.989999999999959,33519
3.9999999999999587,32911
4.009999999999959,32297
4.019999999999959,31694
4.0299999999999585,31118
4.039999999999958,30585
4.049999999999958,30110
4.059999999999958,29706
4.069999999999958,29383
4.079999999999957,29150
4.089999999999957,29014
4.099999999999957,28979
4.109999999999957,29044
4.119999999999957,29209
4.129999999999956,29470
4.139999999999956,29818
4.149999999999956,30244
4.159999999999956,30738
4.1699999999999555,31285
4.179999999999955,31870
4.189999999999955,32478
4.199999999999955,33092
4.209999999999955,33696
4.2199999999999545,34272
4.229999999999954,34805
4.239999999999954,35281
4.249999999999954,35687
4.259999999999954,36011
4.269999999999953,36246
4.279999999999953,36383
4.289999999999953,36421
4.299999999999953,36357
4.3099999999999525,36193
4.319999999999952,35934
4.329999999999952,35588
4.339999999999952,35162
4.349999999999952,34670
4.3599999999999515,34123
4.369999999999951,33539
4.379999999999951,32931
4.389999999999951,32317
4.399999999999951,31713
4.40999999999995,31136
4.41999999999995,30602
4.42999999999995,30125
4.43999999999995,29718
4.4499999999999496,29392
4.459999999999949,29156
4.469999999999949,29017
4.479999999999949,28978
4.489999999999949,29041
4.4999999999999485,29203
4.509999999999948,29460
4.519999999999948,29805
4.529999999999948,30229
4.539999999999948,30721
4.549999999999947,31266
4.559999999999947,31851
4.569999999999947,32458
4.579999999999947,33072
4.589999999999947,33676
4.599999999999946,34254
4.609999999999946,34789
4.619999999999946,35267
4.629999999999946,35675
4.6399999999999455,36002
4.649999999999945,36239
4.659999999999945,36380
4.669999999999945,36421
4.679999999999945,36360
4.689999999999944,36200
4.699999999999944,35944
4.709999999999944,35600
4.719999999999944,35177
4.729999999999944,34687
4.739999999999943,34142
4.749999999999943,33558
4.759999999999943,32951
4.769999999999943,32337
4.7799999999999425,31732
4.789999999999942,31155
4.799999999999942,30619
4.809999999999942,30140
4.819999999999942,29730
4.8299999999999415,29401
4.839999999999941,29163
4.849999999999941,29020
4.859999999999941,28978
4.869999999999941,29037
4.87999999999994,29196
4.88999999999994,29450
4.89999999999994,29793
4.90999999999994,30214
4.9199999999999395,30704
4.929999999999939,31248
4.939999999999939,31831
4.949999999999939,32438
4.959999999999939,33052
4.9699999999999385,33657
4.979999999999938,34235
4.989999999999938,34772
4.999999999999938,35252
5.009999999999938,35663
5.019999999999937,35993
5.029999999999937,36233
5.039999999999937,36377
5.049999999999937,36421
5.0599999999999365,36364
5.069999999999936,36207
5.079999999999936,35954
5.089999999999936,35613
5.099999999999936,35192
5.1099999999999355,34704
5.119999999999935,34161
5.129999999999935,33578
5.139999999999935,32971
5.149999999999935,32357
5.159999999999934,31752
5.169999999999934,31173
5.179999999999934,30635
5.189999999999934,30154
5.199999999999934,29742
5.209999999999933,29411
5.219999999999933,29169
5.229999999999933,29023
5.239999999999933,28978
5.2499999999999325,29033
5.259999999999932,29189
5.269999999999932,29440
5.279999999999932,29780
5.289999999999932,30199
5.299999999999931,30687
5.309999999999931,31229
5.319999999999931,31812
5.329999999999931,32418
5.339999999999931,33032
5.34999999999993,33637
5.35999999999993,34217
5.36999999999993,34755
5.37999999999993,35237
5.3899999999999295,35651
5.399999999999929,35983
5.409999999999929,36227
5.419999999999929,36374
5.429999999999929,36421
5.4399999999999284,36367
5.449999999999928,36213
5.459999999999928,35964
5.469999999999928,35625
5.479999999999928,35207
5.489999999999927,34721
5.499999999999927,34179
5.509999999999927,33597
5.519999999999927,32991
5.5299999999999265,32377
5.539999999999926,31771
5.549999999999926,31191
5.559999999999926,30652
5.569999999999926,30169
5.5799999999999255,29754
5.589999999999925,29420
5.599999999999925,29175
5.609999999999925,29026
5.619999999999925,28978
5.629999999999924,29030
5.639999999999924,29182
5.649999999999924,29430
5.659999999999924,29768
5.6699999999999235,30185
5.679999999999923,30670
5.689999999999923,31211
5.699999999999923,31792
5.709999999999923,32398
